Zip,State,Municipality,Metro,County ,Year,Value,Population
28445,NC,Holly Ridge,"Jacksonville, NC",Onslow County,2013,245333.1665,6412
28447,NC,Harrells,0,Bladen County,2013,77079.3323,1936
28449,NC,Kure Beach,"Wilmington, NC",New Hanover County,2013,344111.7123,1643
28450,NC,Lake Waccamaw,0,Columbus County,2013,199870.1212,2369
28451,NC,Leland,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,185043.9125,28304
28453,NC,Magnolia,0,Duplin County,2013,0,4714
28454,NC,Maple Hill,"Jacksonville, NC",Onslow County,2013,145898.6037,1813
28455,NC,Nakina,0,Columbus County,2013,0,1865
28456,NC,Riegelwood,0,Columbus County,2013,90690.44736,3453
28457,NC,Rocky Point,"Wilmington, NC",Pender County,2013,153908.4347,10031
28458,NC,Rose Hill,0,Duplin County,2013,68995.00171,5745
28460,NC,Sneads Ferry,"Jacksonville, NC",Onslow County,2013,227989.9903,8583
28461,NC,Southport,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,250562.4146,16040
28462,NC,Supply,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,240730.5422,11380
28463,NC,Tabor City,0,Columbus County,2013,95475.48425,10837
28464,NC,Teachey,0,Duplin County,2013,91776.47695,2345
28465,NC,Oak Island,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,222552.6531,6700
28466,NC,Wallace,0,Duplin County,2013,103523.1997,11194
28467,NC,Carolina Shores,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,176338.6362,9319
28468,NC,Sunset Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,274545.8977,4351
28469,NC,Ocean Isle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,287036.4954,6293
28470,NC,Shallotte,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,153849.6667,10221
28472,NC,Whiteville,0,Columbus County,2013,92950.08939,20915
28478,NC,Willard,"Wilmington, NC",Pender County,2013,84069.57478,4112
28479,NC,Winnabow,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2013,169538.9715,6174
28480,NC,Wrightsville Beach,"Wilmington, NC",New Hanover County,2013,869430.8875,2511
28501,NC,Kinston,"Kinston, NC",Lenoir County,2013,40798.9673,20785
28504,NC,Kinston,"Kinston, NC",Lenoir County,2013,91768.6636,20832
28508,NC,Albertson,0,Duplin County,2013,0,2822
28510,NC,Minnesott Beach,"New Bern, NC",Pamlico County,2013,0,1262
28511,NC,Atlantic,"Morehead City, NC",Carteret County,2013,119489.8994,636
28512,NC,0,"Morehead City, NC",Carteret County,2013,383885.404,3538
28513,NC,Ayden,"Greenville, NC",Pitt County,2013,101775.3149,10107
28515,NC,0,"New Bern, NC",Pamlico County,2013,0,2550
28516,NC,Beaufort,"Morehead City, NC",Carteret County,2013,198937.0992,11773
28518,NC,Beulaville,0,Duplin County,2013,112636.7402,8335
28520,NC,0,"Morehead City, NC",Carteret County,2013,143786.8719,345
28521,NC,Chinquapin,0,Duplin County,2013,99218.44187,2248
28523,NC,Cove City,"New Bern, NC",Craven County,2013,105491.7571,2392
28524,NC,0,"Morehead City, NC",Carteret County,2013,115909.2061,470
28525,NC,Deep Run,"Kinston, NC",Lenoir County,2013,69220.29087,2736
28526,NC,Dover,"New Bern, NC",Craven County,2013,73668.21979,2683
28527,NC,Ernul,"New Bern, NC",Craven County,2013,127827.1926,1564
28528,NC,Beaufort,"Morehead City, NC",Carteret County,2013,166274.8761,492
28529,NC,0,"New Bern, NC",Pamlico County,2013,0,2653
28530,NC,Grifton,"Greenville, NC",Pitt County,2013,78659.19346,7408
28531,NC,Harkers Island,"Morehead City, NC",Carteret County,2013,207108.2225,1457
28532,NC,Havelock,"New Bern, NC",Craven County,2013,129573.8149,24882
28538,NC,Hookerton,0,Greene County,2013,0,2195
28539,NC,Hubert,"Jacksonville, NC",Onslow County,2013,174460.4906,15202
28540,NC,Jacksonville,"Jacksonville, NC",Onslow County,2013,149115.9501,50745
28544,NC,Midway Park,"Jacksonville, NC",Onslow County,2013,125009.9781,5561
28546,NC,Jacksonville,"Jacksonville, NC",Onslow County,2013,159789.0326,44364
28551,NC,La Grange,"Kinston, NC",Lenoir County,2013,80347.02072,13804
28553,NC,0,"Morehead City, NC",Carteret County,2013,139549.156,384
28555,NC,Maysville,"Jacksonville, NC",Onslow County,2013,115868.5671,4868
28556,NC,Oriental,"New Bern, NC",Pamlico County,2013,0,985
28557,NC,Morehead City,"Morehead City, NC",Carteret County,2013,208988.8655,14180
28560,NC,New Bern,"New Bern, NC",Craven County,2013,135993.7804,28683
28562,NC,Trent Woods,"New Bern, NC",Craven County,2013,168770.6466,36394
28570,NC,Newport,"Morehead City, NC",Carteret County,2013,178654.0371,21503
28571,NC,Oriental,"New Bern, NC",Pamlico County,2013,0,3014
28572,NC,Pink Hill,"Kinston, NC",Lenoir County,2013,73232.15107,6584
28573,NC,Pollocksville,"New Bern, NC",Jones County,2013,69109.04961,2508
28574,NC,Richlands,"Jacksonville, NC",Onslow County,2013,153337.6499,15232
28577,NC,0,"Morehead City, NC",Carteret County,2013,88403.51564,592
28578,NC,Seven Springs,"Goldsboro, NC",Wayne County,2013,90292.81509,5596
28579,NC,Marshallberg,"Morehead City, NC",Carteret County,2013,153974.188,453
28580,NC,Snow Hill,0,Greene County,2013,89280.33065,12920
28581,NC,Stacy,"Morehead City, NC",Carteret County,2013,126705.7634,151
28582,NC,Stella,"Jacksonville, NC",Onslow County,2013,224366.1964,1753
28584,NC,0,"Morehead City, NC",Carteret County,2013,213891.9954,11372
28585,NC,Trenton,"New Bern, NC",Jones County,2013,53798.20307,3818
28586,NC,Vanceboro,"New Bern, NC",Craven County,2013,97211.08214,7275
28587,NC,Vandemere,"New Bern, NC",Pamlico County,2013,0,340
28590,NC,Winterville,"Greenville, NC",Pitt County,2013,160283.5593,23983
28594,NC,Emerald Isle,"Morehead City, NC",Carteret County,2013,405303.5322,3682
28601,NC,Hickory,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,137233.9025,48428
28602,NC,Hickory,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,101511.7893,29659
28604,NC,Banner Elk,0,Avery County,2013,237651.4543,6604
28605,NC,Blowing Rock,"Boone, NC",Watauga County,2013,367552.92,3749
28606,NC,Boomer,"North Wilkesboro, NC",Wilkes County,2013,121102.6471,1684
28607,NC,Boone,"Boone, NC",Watauga County,2013,239297.1015,33938
28609,NC,Catawba,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,129343.6341,5896
28610,NC,Claremont,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,101829.0739,9820
28611,NC,Collettsville,"Hickory-Lenoir-Morganton, NC",Caldwell County,2013,70339.01131,1272
28612,NC,0,"Hickory-Lenoir-Morganton, NC",Burke County,2013,0,12983
28613,NC,Conover,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,117462.1923,23438
28615,NC,Creston,0,Ashe County,2013,136399.3516,1932
28617,NC,Crumpler,0,Ashe County,2013,178013.5078,2562
28618,NC,Deep Gap,"Boone, NC",Watauga County,2013,167015.4032,1871
28621,NC,Elkin,"Mount Airy, NC",Surry County,2013,104105.2324,10683
28622,NC,Elk Park,0,Avery County,2013,0,2142
28623,NC,Ennice,0,Alleghany County,2013,0,1488
28624,NC,Ferguson,"North Wilkesboro, NC",Wilkes County,2013,150778.8814,1821
28625,NC,Statesville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2013,130849.2314,36732
28626,NC,Fleetwood,0,Ashe County,2013,211074.8417,2303
28627,NC,Glade Valley,0,Alleghany County,2013,204069.056,1624
28630,NC,Granite Falls,"Hickory-Lenoir-Morganton, NC",Caldwell County,2013,108400.093,20632
28631,NC,Grassy Creek,0,Ashe County,2013,0,622
28634,NC,Harmony,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2013,110816.3627,5727
28635,NC,Hays,"North Wilkesboro, NC",Wilkes County,2013,99673.22541,3920
28636,NC,Hiddenite,"Hickory-Lenoir-Morganton, NC",Alexander County,2013,102970.7191,5900
28638,NC,Sawmills,"Hickory-Lenoir-Morganton, NC",Caldwell County,2013,100759.5655,12223
28640,NC,Jefferson,0,Ashe County,2013,196500.6442,4940
28642,NC,Jonesville,"Winston-Salem, NC",Yadkin County,2013,87282.67198,5939
28643,NC,Lansing,0,Ashe County,2013,145759.1956,3751
28644,NC,Laurel Springs,0,Alleghany County,2013,162256.1162,1216
28645,NC,Lenoir,"Hickory-Lenoir-Morganton, NC",Caldwell County,2013,88096.27347,46444
28646,NC,Linville,0,Avery County,2013,0,638
28650,NC,Maiden,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,116033.0923,12046
28651,NC,Millers Creek,"North Wilkesboro, NC",Wilkes County,2013,118685.6099,6674
28654,NC,Moravian Falls,"North Wilkesboro, NC",Wilkes County,2013,120610.8841,4111
28655,NC,Morganton,"Hickory-Lenoir-Morganton, NC",Burke County,2013,98047.10138,55330
28657,NC,Newland,0,Avery County,2013,0,9663
28658,NC,Newton,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,104186.2307,26148
28659,NC,North Wilkesboro,"North Wilkesboro, NC",Wilkes County,2013,92864.80373,20539
28660,NC,Olin,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2013,149702.5379,2339
28663,NC,Piney Creek,0,Alleghany County,2013,0,709
28665,NC,Purlear,"North Wilkesboro, NC",Wilkes County,2013,162357.1254,2462
28668,NC,Roaring Gap,0,Alleghany County,2013,0,377
28669,NC,Roaring River,"North Wilkesboro, NC",Wilkes County,2013,0,3273
28670,NC,Ronda,"North Wilkesboro, NC",Wilkes County,2013,0,3308
28673,NC,Sherrills Ford,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,246781.3494,5707
28675,NC,Sparta,0,Alleghany County,2013,123568.3397,6122
28676,NC,Elkin,"Mount Airy, NC",Surry County,2013,128441.1876,3351
28677,NC,Statesville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2013,103464.1309,32557
28678,NC,Stony Point,"Hickory-Lenoir-Morganton, NC",Alexander County,2013,111263.2477,5253
28679,NC,Sugar Grove,"Boone, NC",Watauga County,2013,192467.7878,2129
28681,NC,Taylorsville,"Hickory-Lenoir-Morganton, NC",Alexander County,2013,118089.59,25727
28682,NC,Terrell,"Hickory-Lenoir-Morganton, NC",Catawba County,2013,289474.3099,996
28683,NC,Thurmond,"Mount Airy, NC",Surry County,2013,0,1958
28684,NC,Todd,"Boone, NC",Watauga County,2013,229851.8483,2459
28685,NC,Traphill,"North Wilkesboro, NC",Wilkes County,2013,0,1484
28689,NC,Union Grove,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2013,156108.1579,1921
28690,NC,Valdese,"Hickory-Lenoir-Morganton, NC",Burke County,2013,0,9238
28692,NC,Sugar Grove,"Boone, NC",Watauga County,2013,197637.2069,3593
28693,NC,Warrensville,0,Ashe County,2013,0,1415
28694,NC,West Jefferson,0,Ashe County,2013,176626.0044,7733
28697,NC,Wilkesboro,"North Wilkesboro, NC",Wilkes County,2013,130803.9633,12899
28698,NC,Zionville,"Boone, NC",Watauga County,2013,147456.414,2124
28701,NC,Alexander,"Asheville, NC",Buncombe County,2013,185012.4869,4008
28702,NC,0,0,Graham County,2013,117618.2431,568
28704,NC,Arden,"Asheville, NC",Buncombe County,2013,202851.983,21536
28705,NC,Bakersville,0,Mitchell County,2013,117482.028,6713
28707,NC,Balsam,"Cullowhee, NC",Jackson County,2013,118985.3644,100
28708,NC,Balsam Grove,"Brevard, NC",Transylvania County,2013,131787.4122,665
28709,NC,Barnardsville,"Asheville, NC",Buncombe County,2013,172707.9963,2003
28711,NC,Black Mountain,"Asheville, NC",Buncombe County,2013,201630.7357,12599
28712,NC,Brevard,"Brevard, NC",Transylvania County,2013,190200.3306,18048
28713,NC,Bryson City,"Cullowhee, NC",Swain County,2013,140173.3699,9011
28714,NC,Burnsville,0,Yancey County,2013,143445.4574,16466
28715,NC,Candler,"Asheville, NC",Buncombe County,2013,185329.2504,25488
28716,NC,Canton,"Asheville, NC",Haywood County,2013,125466.0523,16858
28717,NC,Cashiers,"Cullowhee, NC",Jackson County,2013,591941.6592,2334
28718,NC,Brevard,"Brevard, NC",Transylvania County,2013,157927.0927,326
28721,NC,Clyde,"Asheville, NC",Haywood County,2013,157177.852,9488
28722,NC,Tryon,0,Polk County,2013,175618.6348,6866
28723,NC,Cullowhee,"Cullowhee, NC",Jackson County,2013,214177.2986,10563
28726,NC,East Flat Rock,"Asheville, NC",Henderson County,2013,103104.0298,3359
28729,NC,Etowah,"Asheville, NC",Henderson County,2013,176249.6358,2907
28730,NC,Fairview,"Asheville, NC",Buncombe County,2013,232114.0485,10321
28731,NC,Flat Rock,"Asheville, NC",Henderson County,2013,222531.7374,7771
28732,NC,Fletcher,"Asheville, NC",Henderson County,2013,199162.8272,15406
28734,NC,Franklin,0,Macon County,2013,132884.9347,26792
28736,NC,Glenville,"Cullowhee, NC",Jackson County,2013,356910.0939,1048
28739,NC,Valley Hill,"Asheville, NC",Henderson County,2013,201171.1585,20336
28740,NC,Bakersville,0,Mitchell County,2013,122299.1881,1803
28741,NC,Highlands,0,Macon County,2013,458036.957,3833
28742,NC,Horse Shoe,"Asheville, NC",Henderson County,2013,191279.3796,3403
28743,NC,Hot Springs,"Asheville, NC",Madison County,2013,155841.3082,1894
28745,NC,Lake Junaluska,"Asheville, NC",Haywood County,2013,222376.9106,724
28746,NC,Lake Lure,"Forest City, NC",Rutherford County,2013,217757.4146,2484
28747,NC,Lake Toxaway,"Brevard, NC",Transylvania County,2013,323276.7314,2380
28748,NC,Leicester,"Asheville, NC",Buncombe County,2013,182088.412,11706
28751,NC,Maggie Valley,"Asheville, NC",Haywood County,2013,165583.1152,3129
28752,NC,Marion,"Marion, NC",McDowell County,2013,0,30584
28753,NC,Marshall,"Asheville, NC",Madison County,2013,173318.2303,11426
28754,NC,Mars Hill,"Asheville, NC",Madison County,2013,184756.788,7962
28756,NC,0,0,Polk County,2013,173042.7417,4083
28759,NC,Mills River,"Asheville, NC",Henderson County,2013,229278.2244,6875
28761,NC,Nebo,"Marion, NC",McDowell County,2013,0,7794
28762,NC,Old Fort,"Marion, NC",McDowell County,2013,0,6810
28763,NC,Otto,0,Macon County,2013,136558.5549,2391
28766,NC,Penrose,"Brevard, NC",Transylvania County,2013,149484.7812,1241
28768,NC,Pisgah Forest,"Brevard, NC",Transylvania County,2013,184520.7149,7166
28771,NC,0,0,Graham County,2013,121073.2486,8137
28772,NC,Brevard,"Brevard, NC",Transylvania County,2013,128567.1702,1600
28773,NC,Saluda,0,Polk County,2013,179343.4062,2701
28774,NC,Sapphire,"Brevard, NC",Transylvania County,2013,276693.1915,1407
28775,NC,Scaly Mountain,0,Macon County,2013,0,356
28777,NC,Spruce Pine,0,Mitchell County,2013,114549.7881,10081
28778,NC,Swannanoa,"Asheville, NC",Buncombe County,2013,155895.1529,10697
28779,NC,Sylva,"Cullowhee, NC",Jackson County,2013,145523.2081,16457
28781,NC,Topton,0,Macon County,2013,189822.569,814
28782,NC,Columbus,0,Polk County,2013,177449.9043,6662
28783,NC,Tuckasegee,"Cullowhee, NC",Jackson County,2013,195961.1027,1055
28785,NC,Waynesville,"Asheville, NC",Haywood County,2013,177411.234,8418
28786,NC,Waynesville,"Asheville, NC",Haywood County,2013,155677.4904,20411
28787,NC,Weaverville,"Asheville, NC",Buncombe County,2013,210806.2839,19133
28789,NC,Whittier,"Cullowhee, NC",Jackson County,2013,151796.4167,4609
28790,NC,Zirconia,"Asheville, NC",Henderson County,2013,176311.9087,3412
28791,NC,Hendersonville,"Asheville, NC",Henderson County,2013,179160.889,15109
28792,NC,Hendersonville,"Asheville, NC",Henderson County,2013,150541.6942,32082
28801,NC,Asheville,"Asheville, NC",Buncombe County,2013,232060.1861,14421
28803,NC,Asheville,"Asheville, NC",Buncombe County,2013,216269.0453,29324
28804,NC,Asheville,"Asheville, NC",Buncombe County,2013,272722.8778,20645
28805,NC,Asheville,"Asheville, NC",Buncombe County,2013,210780.9523,17732
28806,NC,Asheville,"Asheville, NC",Buncombe County,2013,168718.5,38110
28901,NC,Andrews,0,Cherokee County,2013,109309.5541,5363
28902,NC,Brasstown,0,Cherokee County,2013,152147.4745,1598
28904,NC,Hayesville,0,Clay County,2013,149349.1827,8174
28905,NC,Marble,0,Cherokee County,2013,123799.5998,2931
28906,NC,Murphy,0,Cherokee County,2013,129219.5797,18562
28909,NC,Warne,0,Clay County,2013,124351.7718,1063
27006,NC,Advance,"Winston-Salem, NC",Davie County,2014,229123.3498,14168
27007,NC,Ararat,"Mount Airy, NC",Surry County,2014,0,2224
27009,NC,Belews Creek,"Winston-Salem, NC",Forsyth County,2014,158856.34,2680
27011,NC,Boonville,"Winston-Salem, NC",Yadkin County,2014,116855.9924,5385
27012,NC,Clemmons,"Winston-Salem, NC",Forsyth County,2014,210537.7596,25703
27013,NC,Cleveland,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2014,126696.4709,7057
27014,NC,Cooleemee,"Winston-Salem, NC",Davie County,2014,56696.90014,662
27016,NC,Danbury,"Winston-Salem, NC",Stokes County,2014,107571.7912,1772
27017,NC,Dobson,"Mount Airy, NC",Surry County,2014,112325.0188,8997
27018,NC,East Bend,"Winston-Salem, NC",Yadkin County,2014,140956.4696,7778
27019,NC,Germanton,"Winston-Salem, NC",Stokes County,2014,131303.1021,4051
27020,NC,Hamptonville,"Winston-Salem, NC",Yadkin County,2014,136418.2918,6079
27021,NC,King,"Winston-Salem, NC",Stokes County,2014,136436.4298,17409
27022,NC,Lawsonville,"Winston-Salem, NC",Stokes County,2014,114446.2326,1971
27023,NC,Lewisville,"Winston-Salem, NC",Forsyth County,2014,208261.718,11913
27024,NC,Lowgap,"Mount Airy, NC",Surry County,2014,0,2636
27025,NC,Madison,"Greensboro-High Point, NC",Rockingham County,2014,110044.0537,11549
27027,NC,Mayodan,"Greensboro-High Point, NC",Rockingham County,2014,81160.84648,4689
27028,NC,Mocksville,"Winston-Salem, NC",Davie County,2014,138053.6724,26124
27030,NC,Mount Airy,"Mount Airy, NC",Surry County,2014,104164.8962,38064
27040,NC,Pfafftown,"Winston-Salem, NC",Forsyth County,2014,172025.6791,11075
27041,NC,Pilot Mountain,"Mount Airy, NC",Surry County,2014,136352.9838,8532
27043,NC,Pinnacle,"Mount Airy, NC",Surry County,2014,136165.3763,6533
27045,NC,Rural Hall,"Winston-Salem, NC",Forsyth County,2014,132120.1834,8893
27046,NC,Sandy Ridge,"Winston-Salem, NC",Stokes County,2014,108364.4185,2225
27048,NC,Stoneville,"Greensboro-High Point, NC",Rockingham County,2014,110361.9821,8611
27050,NC,Tobaccoville,"Winston-Salem, NC",Forsyth County,2014,130957.8774,4323
27051,NC,Walkertown,"Winston-Salem, NC",Forsyth County,2014,125302.3519,8177
27052,NC,Walnut Cove,"Winston-Salem, NC",Stokes County,2014,112856.6517,9905
27053,NC,Mount Airy,"Winston-Salem, NC",Stokes County,2014,117642.2737,2938
27054,NC,Woodleaf,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2014,115873.277,1756
27055,NC,Yadkinville,"Winston-Salem, NC",Yadkin County,2014,128798.8765,14142
27101,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,86963.61235,17582
27103,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,142515.6701,36505
27104,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,219135.8515,28487
27105,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,62358.10742,41820
27106,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,178965.1882,45783
27107,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,107955.6115,47351
27127,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2014,120079.5238,36037
27203,NC,Asheboro,"Greensboro-High Point, NC",Randolph County,2014,96814.95527,21682
27205,NC,Asheboro,"Greensboro-High Point, NC",Randolph County,2014,141642.8038,33353
27207,NC,Bear Creek,"Durham-Chapel Hill, NC",Chatham County,2014,141297.1313,3537
27208,NC,Bennett,"Durham-Chapel Hill, NC",Chatham County,2014,139568.1542,1757
27209,NC,Biscoe,0,Montgomery County,2014,83179.08942,3566
27212,NC,Blanch,0,Caswell County,2014,109823.6177,1986
27214,NC,Browns Summit,"Greensboro-High Point, NC",Guilford County,2014,142737.4212,12341
27215,NC,Burlington,"Burlington, NC",Alamance County,2014,140588.9102,40322
27217,NC,0,"Burlington, NC",Alamance County,2014,81417.70085,35258
27229,NC,Candor,0,Montgomery County,2014,72971.6451,3739
27231,NC,Cedar Grove,"Durham-Chapel Hill, NC",Orange County,2014,172977.1679,1709
27233,NC,Climax,"Greensboro-High Point, NC",Randolph County,2014,141881.7462,2974
27235,NC,Colfax,"Greensboro-High Point, NC",Guilford County,2014,218916.1651,4266
27239,NC,Denton,"Winston-Salem, NC",Davidson County,2014,121449.7206,8693
27242,NC,Eagle Springs,"Pinehurst-Southern Pines, NC",Moore County,2014,74711.93646,1862
27243,NC,Efland,"Durham-Chapel Hill, NC",Orange County,2014,175931.4071,4239
27244,NC,Elon,"Burlington, NC",Alamance County,2014,155532.6078,14010
27248,NC,Franklinville,"Greensboro-High Point, NC",Randolph County,2014,120070.9558,4929
27249,NC,Gibsonville,"Greensboro-High Point, NC",Guilford County,2014,133850.7917,12750
27252,NC,Goldston,"Durham-Chapel Hill, NC",Chatham County,2014,127937.4152,2589
27253,NC,Graham,"Burlington, NC",Alamance County,2014,0,28937
27258,NC,Graham,"Burlington, NC",Alamance County,2014,0,6749
27260,NC,High Point,"Greensboro-High Point, NC",Guilford County,2014,52773.86255,23964
27262,NC,High Point,"Greensboro-High Point, NC",Guilford County,2014,100276.2654,24632
27263,NC,Archdale,"Greensboro-High Point, NC",Randolph County,2014,112488.6407,21574
27265,NC,High Point,"Greensboro-High Point, NC",Guilford County,2014,154214.3158,47561
27278,NC,Hillsborough,"Durham-Chapel Hill, NC",Orange County,2014,217356.9207,23936
27281,NC,Jackson Springs,"Pinehurst-Southern Pines, NC",Moore County,2014,189036.613,2648
27282,NC,Jamestown,"Greensboro-High Point, NC",Guilford County,2014,172946.788,16856
27283,NC,Julian,"Greensboro-High Point, NC",Guilford County,2014,129042.5436,2872
27284,NC,Kernersville,"Winston-Salem, NC",Forsyth County,2014,166761.8158,51506
27288,NC,Eden,"Greensboro-High Point, NC",Rockingham County,2014,88002.22947,23434
27291,NC,Leasburg,0,Caswell County,2014,166239.1377,1510
27292,NC,Lexington,"Winston-Salem, NC",Davidson County,2014,108988.4313,39038
27295,NC,Lexington,"Winston-Salem, NC",Davidson County,2014,129799.4308,38460
27298,NC,Liberty,"Greensboro-High Point, NC",Randolph County,2014,128688.4052,8936
27299,NC,Linwood,"Winston-Salem, NC",Davidson County,2014,101661.948,5037
27301,NC,0,"Greensboro-High Point, NC",Guilford County,2014,132190.2683,9206
27302,NC,Mebane,"Burlington, NC",Alamance County,2014,170464.4663,28171
27305,NC,Milton,0,Caswell County,2014,84378.56741,1885
27306,NC,Mount Gilead,0,Montgomery County,2014,118085.1679,6661
27310,NC,Oak Ridge,"Greensboro-High Point, NC",Guilford County,2014,315953.1371,6801
27311,NC,Pelham,0,Caswell County,2014,93752.09237,3592
27312,NC,Pittsboro,"Durham-Chapel Hill, NC",Chatham County,2014,278674.4796,19041
27313,NC,Pleasant Garden,"Greensboro-High Point, NC",Guilford County,2014,144743.9259,7239
27314,NC,Prospect Hill,0,Caswell County,2014,154953.9963,1585
27315,NC,Providence,0,Caswell County,2014,109582.2581,2269
27316,NC,Ramseur,"Greensboro-High Point, NC",Randolph County,2014,106128.1889,6812
27317,NC,Randleman,"Greensboro-High Point, NC",Randolph County,2014,130984.3034,16856
27320,NC,Reidsville,"Greensboro-High Point, NC",Rockingham County,2014,114024.0257,38760
27325,NC,Robbins,"Pinehurst-Southern Pines, NC",Moore County,2014,77672.81385,6360
27326,NC,Ruffin,"Greensboro-High Point, NC",Rockingham County,2014,109955.8393,3325
27330,NC,Sanford,"Sanford, NC",Lee County,2014,118983.4211,39172
27332,NC,Sanford,"Sanford, NC",Lee County,2014,143121.1155,30942
27341,NC,Seagrove,"Greensboro-High Point, NC",Randolph County,2014,116927.8002,6003
27343,NC,Semora,"Durham-Chapel Hill, NC",Person County,2014,289953.7063,1569
27344,NC,Siler City,"Durham-Chapel Hill, NC",Chatham County,2014,117889.6836,17926
27349,NC,0,"Burlington, NC",Alamance County,2014,136617.5734,6784
27350,NC,Sophia,"Greensboro-High Point, NC",Randolph County,2014,142649.089,6500
27355,NC,Staley,"Greensboro-High Point, NC",Randolph County,2014,129824.8792,2724
27356,NC,Star,0,Montgomery County,2014,82039.47801,3219
27357,NC,Stokesdale,"Greensboro-High Point, NC",Rockingham County,2014,173687.5721,7106
27358,NC,Summerfield,"Greensboro-High Point, NC",Guilford County,2014,274604.7998,15101
27360,NC,Thomasville,"Winston-Salem, NC",Davidson County,2014,104200.9522,46792
27370,NC,Trinity,"Greensboro-High Point, NC",Randolph County,2014,143544.6902,14336
27371,NC,Troy,0,Montgomery County,2014,98449.56452,8892
27376,NC,West End,"Pinehurst-Southern Pines, NC",Moore County,2014,201999.708,9400
27377,NC,Whitsett,"Greensboro-High Point, NC",Guilford County,2014,144618.2434,7447
27379,NC,Yanceyville,0,Caswell County,2014,92732.1029,5427
27401,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,56210.70882,20727
27403,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,119141.0631,21944
27405,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,85011.3042,45904
27406,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,97126.04907,57048
27407,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,116592.3831,48443
27408,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,195226.3493,18039
27409,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,132003.9668,16249
27410,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,201754.0619,53699
27455,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2014,202998.3423,29294
27501,NC,Angier,"Fayetteville, NC",Harnett County,2014,148959.079,18121
27502,NC,Apex,"Raleigh-Cary, NC",Wake County,2014,275973.3803,33385
27503,NC,Bahama,"Durham-Chapel Hill, NC",Durham County,2014,211084.0492,6327
27504,NC,Benson,"Raleigh-Cary, NC",Johnston County,2014,133879.2925,14891
27505,NC,Broadway,"Fayetteville, NC",Harnett County,2014,136952.6828,5331
27507,NC,Bullock,"Henderson, NC",Vance County,2014,111229.6592,1429
27508,NC,Bunn,"Raleigh-Cary, NC",Franklin County,2014,99158.39679,1802
27509,NC,Butner,"Durham-Chapel Hill, NC",Granville County,2014,113413.2344,5253
27510,NC,Carrboro,"Durham-Chapel Hill, NC",Orange County,2014,243979.3922,15389
27511,NC,Cary,"Raleigh-Cary, NC",Wake County,2014,209767.0793,33897
27513,NC,Cary,"Raleigh-Cary, NC",Wake County,2014,268424.2251,41090
27514,NC,Chapel Hill,"Durham-Chapel Hill, NC",Orange County,2014,403983.5215,32295
27516,NC,Carrboro,"Durham-Chapel Hill, NC",Orange County,2014,333386.6957,38971
27517,NC,Chapel Hill,"Durham-Chapel Hill, NC",Orange County,2014,382900.6788,23473
27518,NC,Cary,"Raleigh-Cary, NC",Wake County,2014,361414.4334,21348
27519,NC,Cary,"Raleigh-Cary, NC",Wake County,2014,356207.1239,44115
